batter,batter_name,spearman_rho,p_value,parks
605204,J. D. Davis,0.46925133689839577,0.005871376103087674,33
606192,Teoscar Hernández,0.46858288770053474,0.0059518219647647745,33
666915,Bobby Dalbec,0.46858288770053474,0.0059518219647647745,33
444489,Manny Piña,0.4679144385026739,0.006033209611101576,33
542303,Marcell Ozuna,0.4675802139037434,0.006074259379784318,33
656555,Rhys Hoskins,0.4665775401069519,0.006198845882231157,33
680869,Zack Gelof,0.4665775401069519,0.006198845882231157,33
543807,George Springer,0.4662433155080214,0.006240857529546243,33
656413,Stuart Fairchild,0.4662433155080214,0.006240857529546243,33
672386,Alejandro Kirk,0.4662433155080214,0.006240857529546243,33
514888,José Altuve,0.46590909090909094,0.006283112466521836,33
518626,Josh Donaldson,0.46557486631016043,0.006325611828549022,33
670623,Isaac Paredes,0.46390374331550804,0.006541815012479998,33
546991,Albert Almora,0.46390374331550804,0.006541815012479998,33
661388,William Contreras,0.46356951871657753,0.00658580497558985,33
641505,Jonathan Davis,0.4632352941176471,0.006630047415346604,33
543685,Anthony Rendon,0.46256684491978617,0.006719294388965909,33
681807,David Fry,0.4615641711229947,0.0068550876732845125,33
643265,Garrett Cooper,0.4615641711229947,0.0068550876732845125,33
687597,Jordan Beck,0.4612299465240642,0.006900869570901077,33
673548,Seiya Suzuki,0.4612299465240642,0.006900869570901077,33
592192,Mark Canha,0.4598930481283423,0.007086616201828015,33
553902,Willians Astudillo,0.4598930481283423,0.007086616201828015,33
502671,Paul Goldschmidt,0.4595588235294118,0.007133713604321476,33
691023,Jordan Walker,0.4595588235294118,0.007133713604321476,33
667472,Dane Myers,0.45889037433155083,0.007228709734172661,33
572228,Luke Voit,0.45889037433155083,0.007228709734172661,33
621020,Dansby Swanson,0.45889037433155083,0.007228709734172661,33
642715,Willy Adames,0.45822192513368987,0.007324782383339964,33
694671,Wyatt Langford,0.45755347593582885,0.007421941308041655,33
669257,Will Smith,0.45721925133689845,0.007470931189063068,33
624413,Pete Alonso,0.456885026737968,0.00752019632494647,33
547989,José Abreu,0.4565508021390375,0.0075697379522355265,33
593934,Miguel Sanó,0.45621657754010697,0.007619557311262981,33
672478,Jordan Diaz,0.45621657754010697,0.007619557311262981,33
502054,Tommy Pham,0.4558823529411765,0.0076696556461534416,33
649966,Luis Urías,0.4558823529411765,0.0076696556461534416,33
665804,Miguel Amaya,0.455548128342246,0.007720034204825903,33
502110,J. D. Martinez,0.4552139037433155,0.007770694238996225,33
643376,Danny Jansen,0.45487967914438504,0.007821637004179767,33
542932,Jon Berti,0.45487967914438504,0.007821637004179767,33
665489,Vladimir Guerrero,0.4538770053475936,0.007976174298005552,33
691723,Coby Mayo,0.4535427807486631,0.008028260618468713,33
572041,Aj Pollock,0.45320855614973266,0.00808063600459739,33
